,StockCode,Description,UnitPrice,CustomerID,Country,Description_literal,Quantity
50,21071,VINTAGE BILLBOARD DRINK ME MUG,1.06,17850.0,United Kingdom,"['VINTAGE', 'BILLBOARD', 'DRINK', 'ME', 'MUG']",843
51,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.06,17850.0,United Kingdom,"['VINTAGE', 'BILLBOARD', 'LOVE/HATE', 'MUG']",1493
52,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4.95,17850.0,United Kingdom,"['WOOD', '2', 'DRAWER', 'CABINET', 'WHITE', 'FINISH']",2135
53,82486,WOOD S/3 CABINET ANT WHITE FINISH,6.95,17850.0,United Kingdom,"['WOOD', 'S/3', 'CABINET', 'ANT', 'WHITE', 'FINISH']",2015
54,82482,WOODEN PICTURE FRAME WHITE FINISH,2.1,17850.0,United Kingdom,"['WOODEN', 'PICTURE', 'FRAME', 'WHITE', 'FINISH']",8043
55,82494L,WOODEN FRAME ANTIQUE WHITE ,2.55,17850.0,United Kingdom,"['WOODEN', 'FRAME', 'ANTIQUE', 'WHITE', '']",5977
56,21258,VICTORIAN SEWING BOX LARGE,10.95,15100.0,United Kingdom,"['VICTORIAN', 'SEWING', 'BOX', 'LARGE']",364
57,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3.45,15291.0,United Kingdom,"['HOT', 'WATER', 'BOTTLE', 'TEA', 'AND', 'SYMPATHY']",3702
58,21733,RED HANGING HEART T-LIGHT HOLDER,2.55,15291.0,United Kingdom,"['RED', 'HANGING', 'HEART', 'T-LIGHT', 'HOLDER']",7702
59,22386,JUMBO BAG PINK POLKADOT,1.95,14688.0,United Kingdom,"['JUMBO', 'BAG', 'PINK', 'POLKADOT']",19709
60,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.95,14688.0,United Kingdom,"['JUMBO', '', 'BAG', 'BAROQUE', 'BLACK', 'WHITE']",12512
61,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2.95,14688.0,United Kingdom,"['JUMBO', 'BAG', 'CHARLIE', 'AND', 'LOLA', 'TOYS']",921
62,20723,STRAWBERRY CHARLOTTE BAG,0.85,14688.0,United Kingdom,"['STRAWBERRY', 'CHARLOTTE', 'BAG']",6772
63,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3.75,14688.0,United Kingdom,"['RED', '3', 'PIECE', 'RETROSPOT', 'CUTLERY', 'SET']",4001
64,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3.75,14688.0,United Kingdom,"['BLUE', '3', 'PIECE', 'POLKADOT', 'CUTLERY', 'SET']",3688
65,21094,SET/6 RED SPOTTY PAPER PLATES,0.85,14688.0,United Kingdom,"['SET/6', 'RED', 'SPOTTY', 'PAPER', 'PLATES']",7351
66,20725,LUNCH BAG RED RETROSPOT,1.65,14688.0,United Kingdom,"['LUNCH', 'BAG', 'RED', 'RETROSPOT']",17345
67,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2.55,14688.0,United Kingdom,"['STRAWBERRY', 'LUNCH', 'BOX', 'WITH', 'CUTLERY']",3702
68,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2.55,14688.0,United Kingdom,"['LUNCH', 'BOX', 'WITH', 'CUTLERY', 'RETROSPOT', '']",2837
69,21212,PACK OF 72 RETROSPOT CAKE CASES,0.42,14688.0,United Kingdom,"['PACK', 'OF', '72', 'RETROSPOT', 'CAKE', 'CASES']",33409
70,21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,14688.0,United Kingdom,"['PACK', 'OF', '60', 'DINOSAUR', 'CAKE', 'CASES']",12063
71,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.55,14688.0,United Kingdom,"['PACK', 'OF', '60', 'PINK', 'PAISLEY', 'CAKE', 'CASES']",24163
72,84991,60 TEATIME FAIRY CAKE CASES,0.55,14688.0,United Kingdom,"['60', 'TEATIME', 'FAIRY', 'CAKE', 'CASES']",17539
73,84519A,TOMATO CHARLIE+LOLA COASTER SET,2.95,14688.0,United Kingdom,"['TOMATO', 'CHARLIE+LOLA', 'COASTER', 'SET']",477
74,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1.25,14688.0,United Kingdom,"['CHARLIE', '&', 'LOLA', 'WASTEPAPER', 'BIN', 'FLORA']",977
75,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.38,14688.0,United Kingdom,"['RED', 'CHARLIE+LOLA', 'PERSONAL', 'DOORSIGN']",1254
76,21931,JUMBO STORAGE BAG SUKI,1.95,14688.0,United Kingdom,"['JUMBO', 'STORAGE', 'BAG', 'SUKI']",11182
77,21929,JUMBO BAG PINK VINTAGE PAISLEY,1.95,14688.0,United Kingdom,"['JUMBO', 'BAG', 'PINK', 'VINTAGE', 'PAISLEY']",9667
78,22961,JAM MAKING SET PRINTED,1.45,17809.0,United Kingdom,"['JAM', 'MAKING', 'SET', 'PRINTED']",14724
79,22139,RETROSPOT TEA SET CERAMIC 11 PC ,4.25,15311.0,United Kingdom,"['RETROSPOT', 'TEA', 'SET', 'CERAMIC', '11', 'PC', '']",4206
80,84854,GIRLY PINK TOOL SET,4.95,15311.0,United Kingdom,"['GIRLY', 'PINK', 'TOOL', 'SET']",5
81,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.95,15311.0,United Kingdom,"['JUMBO', 'SHOPPER', 'VINTAGE', 'RED', 'PAISLEY']",10176
82,82567,"AIRLINE LOUNGE,METAL SIGN",2.1,15311.0,United Kingdom,"['AIRLINE', 'LOUNGE,METAL', 'SIGN']",497
83,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.25,15311.0,United Kingdom,"['WHITE', 'SPOT', 'RED', 'CERAMIC', 'DRAWER', 'KNOB']",4505
84,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.25,15311.0,United Kingdom,"['RED', 'DRAWER', 'KNOB', 'ACRYLIC', 'EDWARDIAN']",1991
85,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.25,15311.0,United Kingdom,"['CLEAR', 'DRAWER', 'KNOB', 'ACRYLIC', 'EDWARDIAN']",5723
86,71270,PHOTO CLIP LINE,1.25,15311.0,United Kingdom,"['PHOTO', 'CLIP', 'LINE']",207
87,22262,FELT EGG COSY CHICKEN,0.85,15311.0,United Kingdom,"['FELT', 'EGG', 'COSY', 'CHICKEN']",919
88,22637,PIGGY BANK RETROSPOT ,2.55,15311.0,United Kingdom,"['PIGGY', 'BANK', 'RETROSPOT', '']",2564
89,21934,SKULL SHOULDER BAG,1.65,15311.0,United Kingdom,"['SKULL', 'SHOULDER', 'BAG']",1278
90,21169,YOU'RE CONFUSING ME METAL SIGN ,1.69,15311.0,United Kingdom,"[""YOU'RE"", 'CONFUSING', 'ME', 'METAL', 'SIGN', '']",4263
91,21166,COOK WITH WINE METAL SIGN ,1.95,15311.0,United Kingdom,"['COOK', 'WITH', 'WINE', 'METAL', 'SIGN', '']",10122
92,21175,GIN + TONIC DIET METAL SIGN,2.1,15311.0,United Kingdom,"['GIN', '+', 'TONIC', 'DIET', 'METAL', 'SIGN']",9963
93,37444A,YELLOW BREAKFAST CUP AND SAUCER,2.95,15311.0,United Kingdom,"['YELLOW', 'BREAKFAST', 'CUP', 'AND', 'SAUCER']",49
94,37444C,PINK BREAKFAST CUP AND SAUCER ,2.95,15311.0,United Kingdom,"['PINK', 'BREAKFAST', 'CUP', 'AND', 'SAUCER', '']",21
95,22083,PAPER CHAIN KIT RETROSPOT,2.95,15311.0,United Kingdom,"['PAPER', 'CHAIN', 'KIT', 'RETROSPOT']",4260
96,84971S,SMALL HEART FLOWERS HOOK ,0.85,15311.0,United Kingdom,"['SMALL', 'HEART', 'FLOWERS', 'HOOK', '']",1678
97,47580,TEA TIME DES TEA COSY,2.55,15311.0,United Kingdom,"['TEA', 'TIME', 'DES', 'TEA', 'COSY']",318
98,22261,FELT EGG COSY WHITE RABBIT ,0.85,15311.0,United Kingdom,"['FELT', 'EGG', 'COSY', 'WHITE', 'RABBIT', '']",516
99,84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,15311.0,United Kingdom,"['ZINC', 'WILLIE', 'WINKIE', '', 'CANDLE', 'STICK']",2595
100,22644,CERAMIC CHERRY CAKE MONEY BANK,1.45,15311.0,United Kingdom,"['CERAMIC', 'CHERRY', 'CAKE', 'MONEY', 'BANK']",2043
101,21533,RETROSPOT LARGE MILK JUG,4.95,15311.0,United Kingdom,"['RETROSPOT', 'LARGE', 'MILK', 'JUG']",1285
102,21557,SET OF 6 FUNKY BEAKERS,2.95,15311.0,United Kingdom,"['SET', 'OF', '6', 'FUNKY', 'BEAKERS']",300
103,15056BL,EDWARDIAN PARASOL BLACK,5.95,15311.0,United Kingdom,"['EDWARDIAN', 'PARASOL', 'BLACK']",2649
104,15056N,EDWARDIAN PARASOL NATURAL,5.95,15311.0,United Kingdom,"['EDWARDIAN', 'PARASOL', 'NATURAL']",3781
105,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,15311.0,United Kingdom,"['CERAMIC', 'STRAWBERRY', 'CAKE', 'MONEY', 'BANK']",3896
106,22176,BLUE OWL SOFT TOY,2.95,15311.0,United Kingdom,"['BLUE', 'OWL', 'SOFT', 'TOY']",487
107,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,15311.0,United Kingdom,"['BALLOON', 'ART', 'MAKE', 'YOUR', 'OWN', 'FLOWERS']",900
108,22778,GLASS CLOCHE SMALL,3.95,15311.0,United Kingdom,"['GLASS', 'CLOCHE', 'SMALL']",695
109,22719,GUMBALL MONOCHROME COAT RACK,1.06,15311.0,United Kingdom,"['GUMBALL', 'MONOCHROME', 'COAT', 'RACK']",453
110,21523,DOORMAT FANCY FONT HOME SWEET HOME,6.75,15311.0,United Kingdom,"['DOORMAT', 'FANCY', 'FONT', 'HOME', 'SWEET', 'HOME']",3083
111,D,Discount,27.5,14527.0,United Kingdom,['Discount'],-1194
112,21912,VINTAGE SNAKES & LADDERS,3.75,16098.0,United Kingdom,"['VINTAGE', 'SNAKES', '&', 'LADDERS']",1575
113,21832,CHOCOLATE CALCULATOR,1.65,16098.0,United Kingdom,"['CHOCOLATE', 'CALCULATOR']",785
114,22379,RECYCLING BAG RETROSPOT ,2.1,16098.0,United Kingdom,"['RECYCLING', 'BAG', 'RETROSPOT', '']",6024
115,22381,TOY TIDY PINK POLKADOT,1.85,16098.0,United Kingdom,"['TOY', 'TIDY', 'PINK', 'POLKADOT']",3142
116,22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,16098.0,United Kingdom,"['ANTIQUE', 'GLASS', 'DRESSING', 'TABLE', 'POT']",1598
117,22926,IVORY GIANT GARDEN THERMOMETER,5.95,16098.0,United Kingdom,"['IVORY', 'GIANT', 'GARDEN', 'THERMOMETER']",554
118,22839,3 TIER CAKE TIN GREEN AND CREAM,14.95,16098.0,United Kingdom,"['3', 'TIER', 'CAKE', 'TIN', 'GREEN', 'AND', 'CREAM']",350
119,22838,3 TIER CAKE TIN RED AND CREAM,14.95,16098.0,United Kingdom,"['3', 'TIER', 'CAKE', 'TIN', 'RED', 'AND', 'CREAM']",524
120,22783,SET 3 WICKER OVAL BASKETS W LIDS,16.95,16098.0,United Kingdom,"['SET', '3', 'WICKER', 'OVAL', 'BASKETS', 'W', 'LIDS']",462
121,35004C,SET OF 3 COLOURED  FLYING DUCKS,4.65,15311.0,United Kingdom,"['SET', 'OF', '3', 'COLOURED', '', 'FLYING', 'DUCKS']",357
122,82484,WOOD BLACK BOARD ANT WHITE FINISH,6.45,18074.0,United Kingdom,"['WOOD', 'BLACK', 'BOARD', 'ANT', 'WHITE', 'FINISH']",5897
123,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,18074.0,United Kingdom,"['COLOUR', 'GLASS', 'T-LIGHT', 'HOLDER', 'HANGING']",15546
124,22464,HANGING METAL HEART LANTERN,1.65,18074.0,United Kingdom,"['HANGING', 'METAL', 'HEART', 'LANTERN']",3082
125,21324,HANGING MEDINA LANTERN SMALL,2.95,18074.0,United Kingdom,"['HANGING', 'MEDINA', 'LANTERN', 'SMALL']",69
126,22457,NATURAL SLATE HEART CHALKBOARD ,2.95,18074.0,United Kingdom,"['NATURAL', 'SLATE', 'HEART', 'CHALKBOARD', '']",8428
127,22469,HEART OF WICKER SMALL,1.45,18074.0,United Kingdom,"['HEART', 'OF', 'WICKER', 'SMALL']",16640
128,22470,HEART OF WICKER LARGE,2.55,18074.0,United Kingdom,"['HEART', 'OF', 'WICKER', 'LARGE']",9523
129,22224,WHITE LOVEBIRD LANTERN,2.95,18074.0,United Kingdom,"['WHITE', 'LOVEBIRD', 'LANTERN']",684
130,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,18074.0,United Kingdom,"['CLASSIC', 'METAL', 'BIRDCAGE', 'PLANT', 'HOLDER']",904
131,22189,CREAM HEART CARD HOLDER,3.95,18074.0,United Kingdom,"['CREAM', 'HEART', 'CARD', 'HOLDER']",8187
132,22427,ENAMEL FLOWER JUG CREAM,5.95,18074.0,United Kingdom,"['ENAMEL', 'FLOWER', 'JUG', 'CREAM']",1954
133,22428,ENAMEL FIRE BUCKET CREAM,6.95,18074.0,United Kingdom,"['ENAMEL', 'FIRE', 'BUCKET', 'CREAM']",218
134,22424,ENAMEL BREAD BIN CREAM,10.95,18074.0,United Kingdom,"['ENAMEL', 'BREAD', 'BIN', 'CREAM']",685
135,22663,JUMBO BAG DOLLY GIRL DESIGN,1.95,17420.0,United Kingdom,"['JUMBO', 'BAG', 'DOLLY', 'GIRL', 'DESIGN']",3086
136,85049A,TRADITIONAL CHRISTMAS RIBBONS,1.25,17420.0,United Kingdom,"['TRADITIONAL', 'CHRISTMAS', 'RIBBONS']",2895
137,22168,ORGANISER WOOD ANTIQUE WHITE ,8.5,17420.0,United Kingdom,"['ORGANISER', 'WOOD', 'ANTIQUE', 'WHITE', '']",127
138,22662,LUNCH BAG DOLLY GIRL DESIGN,1.65,17420.0,United Kingdom,"['LUNCH', 'BAG', 'DOLLY', 'GIRL', 'DESIGN']",6529
139,84880,WHITE WIRE EGG HOLDER,4.95,16029.0,United Kingdom,"['WHITE', 'WIRE', 'EGG', 'HOLDER']",294
140,85099B,JUMBO BAG RED RETROSPOT,1.65,16029.0,United Kingdom,"['JUMBO', 'BAG', 'RED', 'RETROSPOT']",45066
141,79321,CHILLI LIGHTS,3.82,16029.0,United Kingdom,"['CHILLI', 'LIGHTS']",9570
142,22780,LIGHT GARLAND BUTTERFILES PINK,3.37,16029.0,United Kingdom,"['LIGHT', 'GARLAND', 'BUTTERFILES', 'PINK']",1315
143,22779,WOODEN OWLS LIGHT GARLAND ,3.37,16029.0,United Kingdom,"['WOODEN', 'OWLS', 'LIGHT', 'GARLAND', '']",1510
144,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.45,16029.0,United Kingdom,"['FAIRY', 'TALE', 'COTTAGE', 'NIGHTLIGHT']",2911
145,21363,HOME SMALL WOOD LETTERS,4.95,16250.0,United Kingdom,"['HOME', 'SMALL', 'WOOD', 'LETTERS']",195
146,21411,GINGHAM HEART  DOORSTOP RED,4.25,16250.0,United Kingdom,"['GINGHAM', 'HEART', '', 'DOORSTOP', 'RED']",716
147,22318,FIVE HEART HANGING DECORATION,2.95,16250.0,United Kingdom,"['FIVE', 'HEART', 'HANGING', 'DECORATION']",389
148,22915,ASSORTED BOTTLE TOP  MAGNETS ,0.42,16250.0,United Kingdom,"['ASSORTED', 'BOTTLE', 'TOP', '', 'MAGNETS', '']",2874
149,22922,FRIDGE MAGNETS US DINER ASSORTED,0.85,16250.0,United Kingdom,"['FRIDGE', 'MAGNETS', 'US', 'DINER', 'ASSORTED']",1320
150,22969,HOMEMADE JAM SCENTED CANDLES,1.45,16250.0,United Kingdom,"['HOMEMADE', 'JAM', 'SCENTED', 'CANDLES']",11952
151,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,16250.0,United Kingdom,"['FRIDGE', 'MAGNETS', 'LES', 'ENFANTS', 'ASSORTED']",1105
152,21115,ROSE CARAVAN DOORSTOP,6.75,16250.0,United Kingdom,"['ROSE', 'CARAVAN', 'DOORSTOP']",523
153,22242,5 HOOK HANGER MAGIC TOADSTOOL,1.65,16250.0,United Kingdom,"['5', 'HOOK', 'HANGER', 'MAGIC', 'TOADSTOOL']",597
154,22941,CHRISTMAS LIGHTS 10 REINDEER,8.5,12431.0,Australia,"['CHRISTMAS', 'LIGHTS', '10', 'REINDEER']",1521
155,21622,VINTAGE UNION JACK CUSHION COVER,4.95,12431.0,Australia,"['VINTAGE', 'UNION', 'JACK', 'CUSHION', 'COVER']",346
156,35004G,SET OF 3 GOLD FLYING DUCKS,6.35,12431.0,Australia,"['SET', 'OF', '3', 'GOLD', 'FLYING', 'DUCKS']",124
157,85014B,RED RETROSPOT UMBRELLA,5.95,12431.0,Australia,"['RED', 'RETROSPOT', 'UMBRELLA']",1844
158,85014A,BLACK/BLUE POLKADOT UMBRELLA,5.95,12431.0,Australia,"['BLACK/BLUE', 'POLKADOT', 'UMBRELLA']",1127
159,22193,RED DINER WALL CLOCK,8.5,12431.0,Australia,"['RED', 'DINER', 'WALL', 'CLOCK']",1328
160,22192,BLUE DINER WALL CLOCK,8.5,12431.0,Australia,"['BLUE', 'DINER', 'WALL', 'CLOCK']",886
161,22191,IVORY DINER WALL CLOCK,8.5,12431.0,Australia,"['IVORY', 'DINER', 'WALL', 'CLOCK']",1082
162,22195,LARGE HEART MEASURING SPOONS,1.65,12431.0,Australia,"['LARGE', 'HEART', 'MEASURING', 'SPOONS']",1698
163,22196,SMALL HEART MEASURING SPOONS,0.85,12431.0,Australia,"['SMALL', 'HEART', 'MEASURING', 'SPOONS']",2356
164,22962,JAM JAR WITH PINK LID,0.72,17511.0,United Kingdom,"['JAM', 'JAR', 'WITH', 'PINK', 'LID']",3595
165,22963,JAM JAR WITH GREEN LID,0.72,17511.0,United Kingdom,"['JAM', 'JAR', 'WITH', 'GREEN', 'LID']",2956
166,22968,ROSE COTTAGE KEEPSAKE BOX ,8.5,17511.0,United Kingdom,"['ROSE', 'COTTAGE', 'KEEPSAKE', 'BOX', '']",709
167,84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.64,17511.0,United Kingdom,"['HANGING', 'HEART', 'ZINC', 'T-LIGHT', 'HOLDER']",8445
168,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.55,17511.0,United Kingdom,"['PAPER', 'CHAIN', 'KIT', 'VINTAGE', 'CHRISTMAS']",9082
169,20668,DISCO BALL CHRISTMAS DECORATION,0.1,17511.0,United Kingdom,"['DISCO', 'BALL', 'CHRISTMAS', 'DECORATION']",12714
170,22197,SMALL POPCORN HOLDER,0.72,17511.0,United Kingdom,"['SMALL', 'POPCORN', 'HOLDER']",48712
171,22198,LARGE POPCORN HOLDER ,1.45,17511.0,United Kingdom,"['LARGE', 'POPCORN', 'HOLDER', '']",830
172,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,0.64,17511.0,United Kingdom,"['SET/20', 'RED', 'RETROSPOT', 'PAPER', 'NAPKINS', '']",12296
173,21086,SET/6 RED SPOTTY PAPER CUPS,0.65,17511.0,United Kingdom,"['SET/6', 'RED', 'SPOTTY', 'PAPER', 'CUPS']",6589
174,21786,POLKADOT RAIN HAT ,0.32,17511.0,United Kingdom,"['POLKADOT', 'RAIN', 'HAT', '']",1711
175,22654,DELUXE SEWING KIT ,4.95,17511.0,United Kingdom,"['DELUXE', 'SEWING', 'KIT', '']",1025
176,21485,RETROSPOT HEART HOT WATER BOTTLE,4.25,17511.0,United Kingdom,"['RETROSPOT', 'HEART', 'HOT', 'WATER', 'BOTTLE']",3315
177,84030E,ENGLISH ROSE HOT WATER BOTTLE,3.75,17511.0,United Kingdom,"['ENGLISH', 'ROSE', 'HOT', 'WATER', 'BOTTLE']",1420
178,22174,PHOTO CUBE,1.48,17511.0,United Kingdom,"['PHOTO', 'CUBE']",2688
179,22556,PLASTERS IN TIN CIRCUS PARADE ,1.65,17548.0,United Kingdom,"['PLASTERS', 'IN', 'TIN', 'CIRCUS', 'PARADE', '']",5886
